nameWithOwner,createdAt,stargazerCount,commitCount
SherlockGougou/BigImageViewPager,2018-05-21T10:11:44Z,2111,34
mthli/Knife,2015-12-09T01:53:30Z,2107,0
cymcsg/UltimateAndroid,2014-06-10T01:42:20Z,2106,0
ityouknow/spring-boot-leaning,2017-10-30T09:37:28Z,2105,0
twitter-archive/commons,2011-03-01T00:10:02Z,2104,0
subhra74/snowflake,2019-08-29T18:20:52Z,2102,0
corretto/corretto-8,2018-11-07T19:49:10Z,2089,430
PeterCxy/Shelter,2018-08-20T09:55:06Z,2089,55
Naccl/NBlog,2020-07-18T12:33:00Z,2086,20
eleme/lancet,2017-04-20T09:37:29Z,2083,0
tvbarthel/BlurDialogFragment,2014-08-09T17:15:04Z,2083,0
google/santa-tracker-android,2015-03-23T23:58:50Z,2083,0
Muddz/StyleableToast,2017-01-26T15:28:29Z,2080,0
spring-io/start.spring.io,2018-11-07T08:32:23Z,2080,935
shatyuka/Zhiliao,2020-11-09T07:17:35Z,2075,46
speedment/speedment,2015-01-19T16:41:52Z,2075,11
noear/solon,2018-07-07T13:23:50Z,2075,3113
Minestom/Minestom,2019-08-03T13:22:27Z,2072,280
M66B/XPrivacy,2013-05-26T14:08:37Z,2072,0
apache/ambari,2011-09-23T07:00:08Z,2069,65
FabricMC/fabric,2018-11-04T09:02:05Z,2068,307
SonicCloudOrg/sonic-agent,2021-08-16T01:58:11Z,2067,302
reark/reark,2013-12-28T12:09:31Z,2065,0
baoyongzhang/android-PullRefreshLayout,2014-11-01T09:50:10Z,2064,0
JetBrains/intellij-plugins,2012-08-17T14:31:20Z,2064,2338
DreamCats/java-notes,2019-03-09T05:23:03Z,2060,0
DozerMapper/dozer,2012-01-23T21:11:58Z,2057,16
aws/aws-sdk-java-v2,2017-06-23T18:56:01Z,2055,3674
henninghall/react-native-date-picker,2018-04-08T18:31:00Z,2051,80
yangzongzhuan/RuoYi-Vue,2019-11-07T02:18:40Z,2045,175
Qihoo360/Quicksql,2019-01-04T10:06:25Z,2045,0
scouter-project/scouter,2015-06-04T01:19:31Z,2043,52
CarpenterLee/JavaLambdaInternals,2016-10-13T12:47:26Z,2041,0
fossasia/pslab-android,2017-03-28T16:03:15Z,2040,17
bonnyfone/vectalign,2015-09-03T21:32:10Z,2032,0
Jude95/EasyRecyclerView,2015-07-18T13:11:48Z,2029,0
gzu-liyujiang/Android_CN_OAID,2020-05-29T21:47:28Z,2029,45
Ramotion/expanding-collection-android,2016-10-06T13:30:26Z,2028,0
apache/rocketmq-spring,2018-10-15T06:07:53Z,2018,49
wuyr/PathLayoutManager,2018-05-26T16:48:22Z,2017,0
mc1arke/sonarqube-community-branch-plugin,2019-03-04T19:24:36Z,2007,61
DTStack/flinkStreamSQL,2018-09-12T05:51:37Z,2004,0
protostuff/protostuff,2014-01-20T01:22:51Z,1998,0
TakahikoKawasaki/nv-websocket-client,2015-03-26T08:56:56Z,1997,0
XunMengWinter/CircularAnim,2016-07-20T07:52:07Z,1997,0
liuyubobobo/Play-with-Data-Structures,2018-03-21T08:16:18Z,1994,0
crazyqiang/AndroidStudy,2016-12-16T06:32:56Z,1994,59
romainpiel/Shimmer-android,2014-03-06T16:54:23Z,1991,0
DreamOfTheRedChamber/system-design-interviews,2016-11-01T17:13:52Z,1986,22
WangShuo1143368701/WSLiveDemo,2018-02-27T06:10:53Z,1985,0
unclebob/fitnesse,2008-12-06T19:38:59Z,1983,40
nkzawa/socket.io-android-chat,2015-01-10T19:13:13Z,1982,0
card-io/card.io-Android-SDK,2013-06-11T17:27:45Z,1981,0
Mr-xn/RedTeam_BlueTeam_HW,2020-12-07T13:15:49Z,1980,21
tjerkw/Android-SlideExpandableListView,2012-06-22T20:28:16Z,1979,0
iSafeBlue/TrackRay,2018-10-29T12:13:23Z,1977,0
webbukkit/dynmap,2010-12-27T18:47:24Z,1976,146
florent37/ExpansionPanel,2018-01-05T13:21:53Z,1975,0
youlaitech/youlai-mall,2020-03-01T02:19:27Z,1974,159
google/copybara,2016-09-08T16:44:40Z,1973,407
cyrilmottier/GreenDroid,2010-05-08T20:31:52Z,2582,0
Haleydu/Cimoc,2020-07-09T03:09:02Z,2581,0
prontera/spring-cloud-rest-tcc,2015-12-04T06:20:38Z,2577,0
fossasia/phimpme-android,2012-09-07T07:14:54Z,2577,0
Kyson/AndroidGodEye,2017-11-23T13:10:47Z,2575,0
apache/incubator-fury,2023-04-28T03:57:00Z,2569,790
googlearchive/android-ConstraintLayoutExamples,2017-03-02T00:11:54Z,2566,0
mxn21/FlowingDrawer,2015-08-14T12:29:05Z,2566,0
bytedeco/javacpp-presets,2014-04-21T13:19:55Z,2561,90
Kong/unirest-java,2011-04-11T21:19:53Z,2555,220
katzer/cordova-plugin-local-notifications,2013-08-10T11:25:59Z,2555,5
RaiMan/SikuliX1,2018-03-07T15:34:13Z,2550,12
ag2s20150909/TTS,2021-05-09T07:38:35Z,2544,0
aicareles/Android-BLE,2016-11-29T06:15:08Z,2544,0
AigeStudio/WheelPicker,2015-12-01T11:57:33Z,2544,0
iReaderAndroid/X2C,2018-08-22T03:58:59Z,2538,0
Guardsquare/proguard,2019-03-27T16:35:35Z,2535,58
apache/netbeans,2017-09-01T07:00:11Z,2532,1994
starcwang/easy_javadoc,2019-08-24T05:30:38Z,2532,33
assertj/assertj,2013-03-14T16:18:49Z,2529,445
Azoft/CarouselLayoutManager,2016-03-30T09:57:49Z,2527,0
android/animation-samples,2019-08-08T04:45:57Z,2526,6
mcxtzhang/ZLayoutManager,2016-10-27T07:12:49Z,2522,0
elye/loaderviewlibrary,2016-08-26T03:16:03Z,2517,0
iPaulPro/Android-ItemTouchHelper-Demo,2015-06-14T22:08:17Z,2513,0
TencentCloud/TIMSDK,2019-01-17T07:35:20Z,2512,414
nutzam/nutz,2011-06-10T01:25:43Z,2509,6
Zomato/AndroidPhotoFilters,2016-06-10T10:23:49Z,2508,0
javaee-samples/javaee7-samples,2013-08-27T18:47:51Z,2507,0
zjw-swun/AppMethodOrder,2017-03-25T17:21:29Z,2503,0
liyiorg/weixin-popular,2014-04-22T07:22:27Z,2500,0
fossasia/susi_server,2016-09-14T20:21:09Z,2500,0
yanzhenjie/Album,2016-11-02T00:49:15Z,2499,0
wkeyuan/DWSurvey,2017-06-11T06:54:35Z,2496,7
reactor/reactor-netty,2016-08-18T20:58:56Z,2496,778
apache/logging-flume,2011-08-12T18:20:14Z,2496,42
oasisfeng/condom,2017-03-26T07:20:54Z,2488,5
xtuhcy/gecco,2015-12-12T12:41:00Z,2487,3
SonicCloudOrg/sonic-server,2021-08-15T14:36:57Z,2487,244
nico2sh/materialish-progress,2014-11-15T14:32:25Z,2483,0
eclipsesource/J2V8,2014-08-03T17:29:54Z,2483,0
nanchen2251/CompressHelper,2017-03-16T07:20:08Z,2482,0
houbb/sensitive-word,2020-01-07T03:10:44Z,2480,44
litao0621/NiftyDialogEffects,2014-07-31T08:31:54Z,2479,0
drewnoakes/metadata-extractor,2014-11-19T00:13:55Z,2478,65
2dxgujun/AndroidTagGroup,2015-02-10T07:42:57Z,2477,0
alibaba/yugong,2016-03-02T07:31:00Z,2476,0
Swagger2Markup/swagger2markup,2015-02-11T11:09:32Z,2475,0
LaiFeng-Android/SopCastComponent,2016-12-06T06:43:32Z,2475,0
johannilsson/android-pulltorefresh,2011-01-09T11:12:41Z,2472,0
huaban/jieba-analysis,2013-08-06T02:57:02Z,2472,2
JakeWharton/RxRelay,2015-12-29T05:33:22Z,2472,0
MoRan1607/BigDataGuide,2019-11-30T12:02:52Z,2470,199
jdsjlzx/LRecyclerView,2016-05-19T10:12:08Z,2469,0
githubwing/ZoomHeader,2016-12-06T12:45:56Z,2469,0
konsoletyper/teavm,2013-09-23T20:04:15Z,2468,399
daimajia/AnimationEasingFunctions,2014-06-29T07:02:38Z,2467,0
JakeWharton/Telecine,2014-10-22T09:39:53Z,2467,0
bonigarcia/webdrivermanager,2015-03-15T19:52:36Z,2461,479
square/tape,2012-09-10T06:18:49Z,2459,0
lbryio/lbry-android,2017-08-13T01:04:41Z,2452,0
Jay-Goo/RangeSeekBar,2017-02-08T07:40:56Z,2450,0
welk1n/JNDI-Injection-Exploit,2019-10-10T01:53:49Z,2448,0
geekidea/spring-boot-plus,2019-06-20T08:06:08Z,2442,69
saulmm/Material-Movies,2015-01-31T09:52:23Z,2438,0
Netflix/archaius,2012-05-11T00:07:05Z,2437,140
iammert/MaterialIntroView,2016-01-30T13:08:17Z,2436,0
linkedin/rest.li,2012-11-30T19:37:51Z,2435,90
88250/symphony,2019-12-01T10:34:32Z,2434,11
BaronZ88/MinimalistWeather,2016-04-07T08:14:27Z,2431,0
WindySha/Xpatch,2019-03-03T09:00:43Z,2427,1
hierynomus/sshj,2010-02-27T14:34:40Z,2424,33
caoxinyu/RedisClient,2014-05-13T09:30:23Z,2423,0
deeplearning4j/deeplearning4j-examples,2015-08-24T15:17:43Z,2415,3
konifar/android-material-design-icon-generator-plugin,2014-12-30T17:01:03Z,2413,0
PlayEdu/PlayEdu,2023-02-23T01:34:06Z,2413,445
lealone/Lealone,2013-01-08T13:57:08Z,2408,600
Chora10/Cknife,2016-02-18T02:58:01Z,2407,0
http-kit/http-kit,2012-03-13T00:51:18Z,2407,103
alibaba/jvm-sandbox-repeater,2019-07-03T08:12:04Z,2404,0
AhmadElsagheer/Competitive-programming-library,2016-05-29T16:04:20Z,2403,0
awsdocs/aws-lambda-developer-guide,2017-12-12T00:13:19Z,2402,77
Comcast/FreeFlow,2013-10-08T18:13:33Z,2400,0
vector4wang/spring-boot-quick,2017-03-13T12:32:30Z,2398,55
wuxudong/react-native-charts-wrapper,2017-03-03T07:58:57Z,2396,11
doublechaintech/scm-biz-suite,2018-12-17T18:07:12Z,2396,12
yqritc/RecyclerView-FlexibleDivider,2015-01-15T15:09:34Z,2394,0
hefuyicoder/ListenerMusicPlayer,2017-02-09T10:01:31Z,2392,0
xmuSistone/CardSlidePanel,2015-11-29T11:03:52Z,2391,0
sofastack/sofa-bolt,2018-04-09T03:29:36Z,2385,11
erupts/erupt,2020-09-15T13:30:13Z,2383,305
VictorAlbertos/RxCache,2016-01-10T23:49:22Z,2381,0
apache/parquet-mr,2014-06-10T07:00:07Z,2380,228
limboemu/limbo,2016-02-13T09:05:37Z,2379,0
alibaba/TProfiler,2012-04-17T03:46:16Z,2379,0
grishka/Houseclub,2021-02-20T10:49:53Z,2378,0
googlemaps-samples/android-samples,2015-04-22T02:35:21Z,2377,256
logfellow/logstash-logback-encoder,2013-03-04T16:19:08Z,2374,80
pac4j/pac4j,2012-01-28T17:04:12Z,2371,761
atomashpolskiy/bt,2016-05-15T19:56:23Z,2368,1
