nameWithOwner,createdAt,stargazerCount,commitCount
jtablesaw/tablesaw,2016-01-01T14:58:28Z,3424,17
fyhertz/libstreaming,2013-01-30T21:24:47Z,3424,0
sherxon/AlgoDS,2016-12-16T17:01:22Z,3419,0
ittianyu/BottomNavigationViewEx,2016-11-12T08:39:38Z,3417,0
shopizer-ecommerce/shopizer,2012-11-21T03:42:39Z,3414,25
yigit/android-priority-jobqueue,2014-06-20T00:12:45Z,3407,0
spring-cloud/spring-cloud-kubernetes,2016-12-13T21:36:25Z,3407,545
zhkl0228/unidbg,2019-02-26T09:32:15Z,3406,61
lenve/JavaEETest,2016-12-13T02:13:58Z,3406,0
anggrayudi/android-hidden-api,2015-09-16T11:58:33Z,3396,0
PlexPt/chatgpt-java,2022-12-07T04:55:33Z,3392,133
GitLqr/LQRWeChat,2017-02-07T06:32:40Z,3390,1
avast/android-butterknife-zelezny,2013-12-23T14:24:08Z,3385,0
JabRef/jabref,2014-03-11T14:48:42Z,3375,2444
Dimezis/BlurView,2016-04-21T16:00:07Z,3369,2
Suwayomi/Suwayomi-Server,2020-12-23T20:31:38Z,3367,336
RoaringBitmap/RoaringBitmap,2013-06-17T20:29:23Z,3364,119
dariuszseweryn/RxAndroidBle,2016-02-04T13:42:02Z,3363,9
abel533/MyBatis-Spring-Boot,2015-12-19T09:57:22Z,3363,0
google/volley,2017-01-24T17:39:33Z,3363,5
immutables/immutables,2013-07-07T13:48:23Z,3362,66
uber/AutoDispose,2016-12-22T18:46:11Z,3355,49
kubernetes-client/java,2017-05-08T21:52:58Z,3353,854
google/bundletool,2018-05-04T07:24:09Z,3342,9
iammert/ScalingLayout,2017-10-01T12:28:34Z,3337,0
phodal/migration,2020-01-08T02:11:38Z,3335,0
ivacf/archi,2015-09-11T16:13:34Z,3332,0
spring-io/initializr,2013-06-07T16:02:22Z,3331,207
dromara/dynamic-tp,2022-01-07T16:35:27Z,3330,876
luojilab/DDComponentForAndroid,2017-09-07T05:48:44Z,3327,0
spotbugs/spotbugs,2016-11-04T22:18:08Z,3321,431
kevinsawicki/http-request,2011-10-21T19:54:58Z,3320,0
coderbruis/JavaSourceCodeLearning,2020-06-02T13:34:20Z,3318,0
woxingxiao/BubbleSeekBar,2016-11-03T14:31:05Z,3317,0
gsantner/markor,2017-08-26T00:08:35Z,3315,102
WritingMinds/ffmpeg-android-java,2014-09-11T10:12:09Z,3310,0
shekhargulati/99-problems,2015-11-22T05:56:33Z,3306,0
trojan-gfw/igniter,2018-11-08T22:19:03Z,3304,0
googlesamples/mlkit,2020-05-28T21:40:38Z,3300,65
grpc-ecosystem/grpc-spring,2016-12-30T09:06:15Z,3296,197
chenBingX/SuperTextView,2017-04-17T11:32:41Z,3295,0
actorapp/actor-platform,2015-06-21T00:29:57Z,3294,0
lihangleo2/ShadowLayout,2019-07-09T07:17:06Z,3294,28
microservices-patterns/ftgo-application,2017-10-23T04:30:04Z,3288,0
aragozin/jvm-tools,2012-04-28T09:28:32Z,3287,23
Red5/red5-server,2013-11-19T05:04:10Z,3284,62
ferredoxin/QNotified,2019-03-24T05:12:41Z,3282,1
fabric8io/kubernetes-client,2015-07-09T15:43:13Z,3280,856
eishay/jvm-serializers,2010-04-25T03:12:00Z,3273,5
apache/logging-log4j2,2013-06-12T07:00:19Z,3259,1196
eleme/UETool,2018-05-16T08:13:17Z,3256,0
java-aodeng/hope-boot,2018-10-17T07:50:48Z,3254,0
UnevenSoftware/LeafPic,2016-01-07T17:24:12Z,3250,0
apache/incubator-kie-optaplanner,2011-02-15T19:38:23Z,3244,330
cinit/QAuxiliary,2022-01-29T06:12:36Z,3243,760
LibrePDF/OpenPDF,2016-07-11T15:50:34Z,3240,248
fesh0r/fernflower,2014-10-03T05:00:15Z,3236,39
tangqi92/Android-Tips,2015-09-10T09:01:47Z,3236,0
yacy/yacy_search_server,2015-03-22T12:54:20Z,3234,148
cSploit/android,2014-10-04T05:53:29Z,3233,0
ragunathjawahar/android-saripaar,2012-09-08T11:52:30Z,3230,0
mbechler/marshalsec,2017-05-22T11:43:57Z,3229,0
jfinal/jfinal,2012-04-25T08:48:48Z,3228,10
apache/linkis,2019-07-23T06:41:51Z,3224,670
android-notes/Cockroach,2017-02-14T03:43:51Z,3224,0
pengjianbo/GalleryFinal,2015-09-21T07:01:17Z,3221,0
guoguibing/librec,2014-01-09T16:06:11Z,3216,0
AxonFramework/AxonFramework,2011-12-02T16:04:42Z,3216,1374
Aliucord/Aliucord,2021-02-27T16:59:06Z,3214,53
bluelinelabs/LoganSquare,2015-02-17T03:24:12Z,3213,0
eclipse-openj9/openj9,2017-08-25T13:46:07Z,3212,2680
alibaba/cobar,2014-01-15T11:20:09Z,3208,0
daimajia/AndroidViewHover,2014-08-08T12:04:43Z,3207,0
amitshekhariitbhu/PRDownloader,2017-11-11T19:29:38Z,3199,1
bauerca/drag-sort-listview,2012-06-01T06:32:13Z,3197,0
bilibili/boxing,2017-01-22T07:04:34Z,3192,0
LinShunKang/MyPerf4J,2018-03-11T09:58:44Z,3189,18
crazyandcoder/citypicker,2016-05-12T01:21:33Z,3184,1
facebookarchive/network-connection-class,2015-03-18T02:16:43Z,3182,0
java8/Java8InAction,2013-10-28T23:59:40Z,3180,0
wix/react-native-notifications,2016-04-06T13:17:44Z,3176,13
nicolasgramlich/AndEngine,2011-11-22T14:20:11Z,3172,0
Skykai521/StickerCamera,2015-07-05T14:12:43Z,3169,0
zzz40500/GsonFormat,2014-10-31T14:16:39Z,3168,0
tchiotludo/akhq,2018-09-09T19:35:39Z,3164,126
amulyakhare/TextDrawable,2014-10-19T09:56:45Z,3163,0
yangfuhai/afinal,2012-10-17T08:10:00Z,3161,0
chrisbanes/ActionBar-PullToRefresh,2013-06-04T14:44:53Z,3155,0
danylovolokh/VideoPlayerManager,2015-07-09T21:32:15Z,3148,0
rom1v/sndcpy,2020-06-09T19:36:57Z,3147,2
WinterChenS/my-site,2018-05-03T09:05:37Z,3145,23
hongyangAndroid/Highlight,2015-10-08T15:03:40Z,3143,0
mxdldev/android-mvp-mvvm-flytour,2018-12-25T10:42:31Z,3139,0
OpenHFT/Chronicle-Queue,2013-06-02T15:11:33Z,3138,314
wenbochang888/house,2018-11-02T13:33:10Z,3137,5
KeepSafe/ReLinker,2015-10-15T18:23:00Z,3136,0
yangchong211/YCAppTool,2017-09-28T07:44:04Z,3136,180
mmin18/RealtimeBlurView,2016-09-21T15:59:51Z,3134,0
requery/requery,2015-11-14T00:45:31Z,3132,0
Marswin/MarsDaemon,2015-12-25T03:21:41Z,3129,0
airbnb/native-navigation,2016-09-16T17:16:56Z,3128,0
zhou-you/RxEasyHttp,2017-06-07T09:33:47Z,3125,0
dunwu/javacore,2017-08-18T11:05:08Z,3123,6
Netflix/concurrency-limits,2017-12-11T19:32:41Z,3122,21
evrencoskun/TableView,2017-06-13T04:29:44Z,3121,0
hitherejoe/animate,2015-11-16T15:06:22Z,3118,0
yipianfengye/android-adDialog,2016-08-02T08:00:57Z,3117,0
florent37/ShapeOfView,2018-02-18T12:14:06Z,3109,0
Tencent/spring-cloud-tencent,2021-07-29T05:12:42Z,3109,128
mplushnikov/lombok-intellij-plugin,2013-10-09T21:49:01Z,3108,138
zaaach/CityPicker,2016-02-27T09:11:27Z,3105,0
rbmonster/learning-note,2020-06-15T16:47:25Z,3091,37
bastillion-io/Bastillion,2013-02-07T23:11:49Z,3083,78
guolindev/booksource,2016-10-04T02:55:57Z,3078,0
oblador/react-native-keychain,2015-05-20T15:33:48Z,3068,10
JackyAndroid/AndroidChromium,2016-07-04T07:28:36Z,3067,0
apache/curator,2014-03-03T08:00:07Z,3064,53
bethrobson/Head-First-Design-Patterns,2014-04-28T21:04:55Z,3061,0
bytedance/ByteX,2020-01-10T12:20:07Z,3061,0
IrisShaders/Iris,2020-10-22T20:21:12Z,3055,331
yarolegovich/SlidingRootNav,2017-03-26T22:58:48Z,3052,0
Grt1228/chatgpt-java,2023-02-11T08:54:54Z,3051,280
KeepSafe/dexcount-gradle-plugin,2015-06-04T03:33:17Z,3051,30
gabrielemariotti/RecyclerViewItemAnimators,2014-08-22T00:24:43Z,3050,0
getActivity/Toaster,2018-09-16T05:28:57Z,3048,8
react-native-google-signin/google-signin,2015-08-13T06:13:57Z,3047,41
ZieIony/Carbon,2015-02-04T23:11:18Z,3044,0
TNG/ArchUnit,2017-04-21T08:39:20Z,3043,220
JackyAndroid/AndroidTVLauncher,2016-03-27T08:59:19Z,3042,0
CrawlScript/WebCollector,2014-07-12T03:16:12Z,3041,4
sofastack/sofa-jarslink,2018-02-02T06:02:09Z,3041,1
torakiki/pdfsam,2013-09-24T11:06:13Z,3040,154
zwwill/yanxuan-weex-demo,2017-09-05T11:48:42Z,3039,0
xmuSistone/ViewpagerTransition,2016-09-19T05:38:45Z,3037,0
yusugomori/DeepLearning,2013-01-01T16:23:53Z,3036,0
elvishew/xLog,2015-12-17T05:50:05Z,3028,0
halirutan/IntelliJ-Key-Promoter-X,2017-07-28T22:09:25Z,3026,24
JFormDesigner/FlatLaf,2019-08-19T10:27:05Z,3022,265
szerhusenBC/jwt-spring-security-demo,2016-03-20T19:16:17Z,3021,0
jgilfelt/android-viewbadger,2011-09-27T22:50:57Z,3020,0
real-logic/simple-binary-encoding,2013-09-03T09:13:34Z,3016,181
jd-alexander/LikeButton,2015-12-23T17:49:46Z,3013,0
dmytrodanylyk/android-process-button,2014-05-02T20:39:23Z,3010,0
yui/yuicompressor,2008-12-05T19:13:24Z,3010,0
googlesamples/google-services,2015-05-20T22:45:11Z,3008,0
AdoptOpenJDK/jitwatch,2013-09-30T14:18:17Z,3000,26
ltsopensource/light-task-scheduler,2014-10-24T12:53:14Z,2998,0
facebookarchive/react-native-fbsdk,2015-08-03T17:10:14Z,2991,0
smartloli/EFAK,2017-02-04T08:52:23Z,2989,107
pedrovgs/DraggablePanel,2014-04-13T11:40:54Z,2988,0
wildfly/wildfly,2010-07-08T20:46:07Z,2988,2760
vran-dev/PrettyZoo,2019-09-28T02:23:21Z,2985,19
bmelnychuk/AndroidTreeView,2015-02-11T02:48:05Z,2983,0
