file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\loop\LoopCondition.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.loop.LoopCondition,"evaluateLoop/2[int,int]",false,19,1,1,1,0,3,1,12,3,1,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,15,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\printers\IntegerPrinter.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.printers.IntegerPrinter,IntegerPrinter/1[com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.printers.SystemOutFizzBuzzOutputStrategyFactory],true,20,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\factories\NewLineStringReturnerFactory.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.factories.NewLineStringReturnerFactory,createStringStringReturner/0,false,32,2,1,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\factories\NewLineStringReturnerFactory.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.factories.NewLineStringReturnerFactory,NewLineStringReturnerFactory/1[com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.factories.NewLineStringReturner],true,23,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\StandardFizzBuzz.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.StandardFizzBuzz,fizzBuzz/1[int],false,30,1,0,0,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\StandardFizzBuzz.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.StandardFizzBuzz,StandardFizzBuzz/1[com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.FizzBuzzSolutionStrategyFactory],true,22,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\factories\BuzzStringPrinterFactory.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.factories.BuzzStringPrinterFactory,createStringPrinter/0,false,31,2,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\factories\BuzzStringPrinterFactory.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.factories.BuzzStringPrinterFactory,BuzzStringPrinterFactory/1[com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.printers.BuzzStringPrinter],true,22,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\printers\NewLineStringPrinter.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.printers.NewLineStringPrinter,print/0,false,37,3,2,1,1,1,4,6,0,3,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,1,0,true
C:\Users\tarci\Desktop\Lab02_Caracteristicas-de-Qualidade-de-Sistemas-Java\.\scripts\EnterpriseQualityCoding-FizzBuzzEnterpriseEdition\src\main\java\com\seriouscompany\business\java\fizzbuzz\packagenamingpackage\impl\printers\NewLineStringPrinter.java,com.seriouscompany.business.java.fizzbuzz.packagenamingpackage.impl.printers.NewLineStringPrinter,printValue/1[java.lang.Object],false,52,1,1,0,1,1,1,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
